S,67685096.51
F,67692467.24
I,67695016.5
I,67695270.3
I,67695465.74
I,67695648.05
I,67695831.48
I,67695992.29
I,67696160.82
I,67696325.99
I,67696496.23
I,67696669.24
I,67696863.26
I,67697020.85
I,67697197.24
I,67697360.29
I,67697544.6
I,67697724.86
I,67697887.08
E,67698674.68
F,67699504.72
I,67700182.53
I,67700407.09
I,67700575.76
I,67700729.5
I,67700891.74
I,67701052.79
I,67701216.87
I,67701371.02
I,67701530.15
I,67701704.88
I,67701853
I,67702008.55
E,67702431.5
F,67710030.2
I,67710932.85
I,67711089.54
I,67711251.42
I,67711417.95
I,67711586.12
I,67711744.29
I,67711896.05
I,67712047.58
E,67712319.3
E,67712518.85
F,67713752.7
I,67714108.67
I,67714317.88
I,67714493.02
I,67714657.18
I,67714836.9
I,67715040.88
I,67715235.2
I,67715432.81
I,67715616.51
I,67715792.82
I,67715981.71
I,67716180.15
I,67716402.73
I,67716599.74
I,67716780.4
I,67716964.81
I,67717167.18
I,67717362.96
I,67717546.89
I,67717715.2
I,67717890.43
I,67718075.61
I,67718242.46
I,67718422.13
I,67718611.46
E,67719285.27
F,67725352.84
I,67726004.81
I,67726204.76
I,67726385.02
I,67726543.28
I,67726719.62
I,67726904.44
I,67727083.15
I,67727300.79
I,67727503.18
I,67727689.15
I,67727870.81
I,67728053.06
I,67728243.97
I,67728426.52
I,67728601
I,67728765.98
I,67728931.79
I,67729107.61
I,67729284.85
E,67731051.61
I,67732553.27
I,67732761.47
I,67732947.19
I,67733173.35
I,67733339.97
I,67733514.76
I,67733688.45
I,67733870.86
I,67734031.83
I,67734189.96
I,67734361.24
I,67734517.48
I,67734671.49
I,67734838.67
I,67735152.93
I,67735330.15
I,67735499.39
I,67735646.53
E,67736555.94
F,67738459.58
I,67740843.67
I,67741053.16
I,67741230.86
I,67741415.63
I,67741734.09
I,67741968.82
I,67742252.74
I,67742452.31
I,67742644.61
I,67742839.92
E,67743203.94
F,67751639.07
I,67752420.6
E,67754098.71
F,67754918.54
I,67755738.36
I,67755935.87
I,67756120.1
I,67756285.38
I,67756447.45
I,67756622.09
I,67756781.81
I,67756940.08
I,67757107.87
I,67757271.27
I,67757442.82
I,67757615.9
I,67757777.91
I,67758193.32
I,67758364.1
I,67758543.39
I,67758711.64
I,67758876.9
I,67759053.13
I,67759226.48
I,67759391.42
I,67759561.27
I,67759738.64
I,67759928.37
I,67760124.71
I,67760319.26
I,67760500.44
I,67760690.38
I,67760892.26
I,67761093.59
I,67761293.03
I,67761491.47
I,67761674.93
I,67761834.48
I,67762003.34
I,67762189.59
I,67762379.46
I,67762553.11
I,67762748.51
I,67762921.79
I,67763096.61
I,67763267.33
I,67763435.52
I,67763614.8
I,67763781.98
I,67763958.2
I,67764136.4
I,67764318.34
I,67764490.02
I,67764665.08
I,67764835.55
I,67765005.82
I,67765197.03
I,67765366.41
I,67765541.64
I,67765749.73
I,67765912.2
I,67766093.54
I,67766302.46
I,67766492.72
E,67766694.17
F,67768065.74
F,67770518.26
I,67771015.85
I,67771317.86
I,67771531.38
I,67771948.76
I,67772142.21
I,67772344.32
I,67772537.65
I,67772720.08
I,67772927.59
I,67773133.85
I,67773346.19
I,67773531.84
I,67773723.12
I,67773930.32
I,67774143.31
I,67774349.63
I,67774562.12
E,67774792.77
I,67776289.6
E,67778308.03
F,67793671.53
E,67794515.98
F,67796150.6
I,67796555.69
I,67796884.72
F,67797460.22
F,67798836.1
I,67799255.08
I,67799461.43
I,67799615.32
I,67799782.49
I,67799949.58
I,67800101.5
I,67800270.25
I,67800418.5
I,67800568.44
I,67800729.59
I,67800884.61
I,67801040.7
I,67801188.76
I,67801334.81
I,67801496.52
I,67801658.16
I,67801796.43
I,67801956.12
I,67802113.47
I,67802261.52
I,67802549.16
I,67802711.73
I,67802868.86
I,67803012.93
I,67803163.99
I,67803311.69
I,67803611.16
I,67803760.26
I,67803925.39
I,67804074.46
I,67804265.96
I,67804417.92
I,67804576.09
E,67804749.24
F,67807935.72
I,67808350.02
I,67808528.42
I,67808703.09
I,67808887.96
I,67809068.11
I,67809254.22
I,67809427.99
I,67809635.28
I,67809845.85
I,67810046.23
I,67810300.03
I,67810492.63
I,67810678.28
I,67810871.36
I,67811066.53
I,67811263.07
I,67811457.24
I,67811652.34
I,67811857.22
I,67812258.15
E,67812553.31
F,67813534.25
I,67814301.2
I,67814512.2
I,67814683.44
I,67814850.6
E,67815462.32
F,67817644.66
F,67820758.04
E,67822220.47
E,67825575.4
F,67831597.82
E,67835400.81
F,67836862.59
I,67837346.14
I,67837516.11
I,67837703.27
I,67837859.39
I,67838025.05
I,67838195.84
I,67838356.93
I,67838523.29
I,67838699.4
I,67838853.48
I,67839004.6
I,67839162.8
I,67839319.83
I,67839484.02
I,67839639.18
I,67839785.27
I,67839934.27
I,67840101.45
I,67840256.54
I,67840435.92
I,67840621.59
I,67840762.16
I,67840943.55
E,67841116.74
F,67867276.61
F,67868894.67
I,67870017.84
I,67870234.33
I,67870419.75
I,67870588.81
I,67870754.97
I,67870915.96
I,67871090.39
I,67871241.52
I,67871398.68
I,67871555.74
I,67871711.82
I,67871888.09
I,67872056.38
I,67872237.7
I,67872411.4
I,67872592.09
I,67872758.43
I,67872936.63
I,67873100.93
I,67873268.86
I,67873436.36
I,67873602.42
I,67873767.59
I,67873905.52
I,67874069.81
I,67874222.9
I,67874377.95
I,67874540.11
I,67874689.23
I,67874839.24
I,67874994.11
I,67875147.57
I,67875301.5
I,67875437.95
I,67875595.17
I,67875751.26
I,67875895.86
I,67876056.32
I,67876211.12
I,67876368.09
I,67876522.1
I,67876676.89
I,67876836.6
I,67877003.72
I,67877192.13
I,67877359.39
I,67877529.37
I,67877701.73
E,67878092.58
F,67880158.11
E,67881468.72
I,67891108.76
F,67908813.63
I,67909340.39
I,67909531.75
I,67909702.02
I,67909860.06
I,67910004.04
I,67910165.35
I,67910332.58
I,67910504.65
I,67910676.53
I,67910835.57
I,67911004.33
I,67911180.52
I,67911350.84
I,67911512.09
I,67911676.07
I,67911837.2
I,67911995.48
I,67912164.83
I,67912485.52
I,67912648.13
I,67912805.82
I,67912976.33
I,67913139.6
I,67913297.33
I,67913494.09
I,67913692.52
I,67913888.01
I,67914072.35
I,67914248.73
I,67914416.76
I,67914597.75
I,67914766.22
I,67914945.43
I,67915126.87
I,67915312.26
I,67915510.43
I,67915698.88
I,67915881.11
I,67916050.37
I,67916214.64
I,67916367.67
E,67917105.34
F,67924356.02
I,67924830.26
I,67925044.76
I,67925243.56
I,67925466.78
E,67926099.35
F,67928479.23
I,67928881.75
I,67929075.98
I,67929275.97
I,67929437.02
I,67929603.92
I,67929780.8
I,67929983.18
I,67930199.83
E,67931915.01
F,67956870.99
I,67957445.38
I,67957667.43
I,67957863.03
I,67958023.97
I,67958200.26
I,67958357.9
I,67958535.76
I,67958697.83
I,67958861.73
I,67959029.24
I,67959202.64
I,67959365.58
I,67959544.72
I,67959710.13
I,67959877.26
I,67960043.43
I,67960218.73
I,67960380.01
I,67960552.14
I,67960717.3
I,67960872.35
I,67961022.98
I,67961188.65
I,67961367.04
I,67961543.81
I,67961720.49
I,67961891.52
I,67962066
I,67962255.35
I,67962430.21
I,67962600.41
I,67962759.73
I,67962940.33
I,67963084.54
I,67963262.21
I,67963439.88
I,67963607.03
I,67963768.74
I,67963932.3
I,67964081.47
E,67964469.31
I,67965959.94
F,67966663.69
E,67968692.47
F,67970465.13
I,67971063.55
I,67971245.76
I,67971422.45
I,67971586.11
I,67971751.32
I,67971922.51
I,67972106.8
I,67972273.06
I,67972431.08
I,67972594.34
I,67972764.67
I,67972918.68
I,67973085.91
I,67973262.18
I,67973415.24
I,67973718.36
I,67973889.68
I,67974060.01
I,67974233.15
I,67974390.57
I,67974561.95
I,67974731.65
I,67974900.85
I,67975057.5
I,67975210.18
I,67975388.44
I,67975561.59
I,67975707.64
I,67975890.01
I,67976072.83
I,67976247.51
I,67976420.75
I,67976595.01
I,67976773.75
I,67976935.86
I,67977108.17
I,67977282.92
I,67977458.24
I,67977623.37
I,67977788.68
I,67977947.81
I,67978183
I,67978317.31
I,67978492.79
I,67978678.43
I,67978945.88
I,67979099.03
I,67979303.63
I,67979479.42
I,67979664.08
I,67980272.35
I,67980553
I,67980812.84
